"D5","11","Alachua","2010",1100090,"TACO BELL 26446","826 W UNIVERSITY AVE","GAINESVILLE","32601",2795427,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/19/2018",,,6,0,1,5,"Y",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182579,6604417
"D5","11","Alachua","2010",1100097,"KEITHS DINER","207 NE 16 AVE","GAINESVILLE","32601",2806920,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/13/2018",,,3,0,1,2,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190724,6621911
"D5","11","Alachua","2010",1100109,"SANDWICH INN","110 NE 16 AVE","GAINESVILLE","326013780",2784691,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/18/2018",,,6,0,2,4,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128478,6587324
"D5","11","Alachua","2010",1100743,"FLA FARM BUREAU CAFETERIA","5700 SW 34 ST","GAINESVILLE","326085372",2781208,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/12/2018",,,6,2,0,4,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2129032,6580341
"D5","11","Alachua","2010",1100756,"WYNDHAM GARDEN GAINESVILLE","2900 SW 13 ST","GAINESVILLE","32608",2775854,2,"Food","Complaint Full","Call Back - Complied","07/03/2018",,,9,0,1,8,"Y",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6257445,6555433
"D5","11","Alachua","2010",1100907,"BEVS BETTER BURGERS","230 N MAIN ST","ALACHUA","32615",2809829,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/24/2018",,,2,1,0,1,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6066655,6626466
"D5","11","Alachua","2010",1101010,"RED RICE KITCHEN","3316 SW 35 BLVD","GAINESVILLE","32608",2774302,1,"Food","Food-Licensing Inspection","Inspection Completed - No Further Action","07/19/2018",,,5,1,1,3,"Y",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6999310,6543711
"D5","11","Alachua","2010",1101267,"YUMMY CITY","1120 W UNIVERSITY AVE","GAINESVILLE","32601",2811904,1,"Food","Routine - Food","Warning Issued","07/23/2018",,,13,0,4,9,"Y",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6490369,6629729
"D5","11","Alachua","2010",1101267,"YUMMY CITY","1120 W UNIVERSITY AVE","GAINESVILLE","32601",2811904,2,"Food","Routine - Food","Call Back - Complied","07/30/2018",,,3,0,0,3,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6490369,6684717
"D5","11","Alachua","2010",1101276,"KENTUCKY FRIED CHICKEN","1231 E UNIVERSITY AVE","GAINESVILLE","32641",2824575,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/19/2018",,,3,0,1,2,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6869570,6650079
